,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
460,41,LAL,Darius Morris,University of Michigan,4.0,132.0,1464.0,430.0,126.0,189.0,0.384,0.322,0.63,11.1,3.3,1.0,1.4,-0.3,-0.01,-5.6,-1.3
461,42,IND,Davis Bertans,,3.0,201.0,3121.0,1221.0,450.0,189.0,0.452,0.414,0.843,15.5,6.1,2.2,0.9,8.5,0.131,1.5,2.8
462,43,CHI,Malcolm Lee,"University of California, Los Angeles",3.0,36.0,534.0,140.0,65.0,51.0,0.382,0.294,0.703,14.8,3.9,1.8,1.4,0.4,0.04,-2.0,0.0
463,44,GSW,Charles Jenkins,Hofstra University,2.0,110.0,1334.0,408.0,100.0,214.0,0.434,0.182,0.754,12.1,3.7,0.9,1.9,0.5,0.017,-5.9,-1.3
464,45,NOH,Josh Harrellson,University of Kentucky,3.0,75.0,888.0,265.0,227.0,26.0,0.43799999999999994,0.34700000000000003,0.629,11.8,3.5,3.0,0.3,2.1,0.11599999999999999,-0.7,0.3
465,46,LAL,Andrew Goudelock,College of Charleston,3.0,49.0,475.0,197.0,34.0,24.0,0.39299999999999996,0.345,0.875,9.7,4.0,0.7,0.5,0.0,0.003,-6.5,-0.5
466,47,LAC,Travis Leslie,University of Georgia,1.0,10.0,45.0,14.0,9.0,5.0,0.35700000000000004,,0.444,4.5,1.4,0.9,0.5,0.1,0.06,-0.2,0.0
467,48,ATL,Keith Benson,Oakland University,1.0,3.0,9.0,0.0,3.0,0.0,0.0,,,3.0,0.0,1.0,0.0,0.0,-0.005,-10.4,0.0
468,49,MEM,Josh Selby,University of Kansas,2.0,38.0,296.0,83.0,20.0,34.0,0.33,0.14300000000000002,0.72,7.8,2.2,0.5,0.9,-0.7,-0.113,-10.1,-0.6
469,50,PHI,Lavoy Allen,Temple University,6.0,388.0,6905.0,1847.0,1843.0,384.0,0.47100000000000003,0.133,0.682,17.8,4.8,4.8,1.0,13.8,0.096,-1.2,1.3
470,51,POR,Jon Diebler,Ohio State University,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
471,52,DET,Vernon Macklin,University of Florida,1.0,23.0,135.0,46.0,34.0,5.0,0.5429999999999999,,0.5710000000000001,5.9,2.0,1.5,0.2,0.5,0.161,-0.6,0.0
472,53,ORL,DeAndre Liggins,University of Kentucky,5.0,177.0,1907.0,346.0,252.0,122.0,0.402,0.35200000000000004,0.5489999999999999,10.8,2.0,1.4,0.7,1.6,0.04,-2.0,0.0
473,54,CLE,Milan Macvan,,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
474,55,BOS,E'Twaun Moore,Purdue University,8.0,512.0,11092.0,4111.0,1027.0,933.0,0.45899999999999996,0.389,0.742,21.7,8.0,2.0,1.8,13.5,0.057999999999999996,-1.7,0.7
475,56,LAL,Chukwudiebere Maduabum,,,,,,,,,,,11.76666666666667,3.9888888888888894,1.7666666666666668,1.2333333333333332,,0.025333333333333333,-4.477777777777778,-0.4222222222222222
476,57,DAL,Targuy Ngombo,,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
477,58,LAL,Ater Majok,,,,,,,,,,,10.162500000000001,3.6,1.725,0.5375,,0.07300000000000001,-3.3375,0.07499999999999998
478,59,SAS,Adam Hanga,,,,,,,,,,,12.25,3.2,2.2,0.7,,0.0005000000000000004,-4.75,-0.25
479,60,SAC,Isaiah Thomas,University of Washington,8.0,478.0,14155.0,8972.0,1213.0,2439.0,0.439,0.361,0.875,29.6,18.8,2.5,5.1,45.5,0.154,1.9,14.1
480,1,WAS,John Wall,University of Kentucky,9.0,573.0,20545.0,10879.0,2483.0,5282.0,0.433,0.324,0.7809999999999999,35.9,19.0,4.3,9.2,44.3,0.10400000000000001,2.3,22.0
481,2,PHI,Evan Turner,Ohio State University,9.0,670.0,18411.0,6689.0,3172.0,2363.0,0.434,0.294,0.782,27.5,10.0,4.7,3.5,20.0,0.052000000000000005,-2.0,0.0
482,3,NJN,Derrick Favors,Georgia Institute of Technology,9.0,616.0,15901.0,7098.0,4425.0,678.0,0.522,0.205,0.664,25.8,11.5,7.2,1.1,47.4,0.14300000000000002,1.3,13.3
483,4,MIN,Wesley Johnson,Syracuse University,9.0,604.0,13437.0,4229.0,1920.0,644.0,0.405,0.33799999999999997,0.7390000000000001,22.2,7.0,3.2,1.1,10.9,0.039,-1.1,3.0
484,5,SAC,DeMarcus Cousins,University of Kentucky,9.0,550.0,17681.0,11746.0,6005.0,1776.0,0.46,0.33399999999999996,0.738,32.1,21.4,10.9,3.2,42.7,0.11599999999999999,2.9,21.8
485,6,GSW,Ekpe Udoh,Baylor University,7.0,368.0,5566.0,1300.0,1050.0,246.0,0.447,0.0,0.72,15.1,3.5,2.9,0.7,9.6,0.083,0.0,2.9
486,7,DET,Greg Monroe,Georgetown University,9.0,627.0,17418.0,8279.0,5213.0,1346.0,0.513,0.0,0.703,27.8,13.2,8.3,2.1,49.2,0.136,1.9,17.0
487,8,LAC,Al-Farouq Aminu,Wake Forest University,9.0,650.0,16361.0,4983.0,3951.0,804.0,0.423,0.34,0.741,25.2,7.7,6.1,1.2,26.5,0.078,0.0,8.4
488,9,UTA,Gordon Hayward,Butler University,9.0,573.0,17622.0,8689.0,2402.0,1955.0,0.44299999999999995,0.364,0.8220000000000001,30.8,15.2,4.2,3.4,46.5,0.127,1.9,17.2
489,10,IND,Paul George,"California State University, Fresno",9.0,586.0,19746.0,11513.0,3741.0,1933.0,0.434,0.38,0.845,33.7,19.6,6.4,3.3,63.4,0.154,3.8,29.1
490,11,NOH,Cole Aldrich,University of Kansas,8.0,339.0,3389.0,1050.0,1131.0,183.0,0.527,,0.738,10.0,3.1,3.3,0.5,9.6,0.135,1.0,2.6
491,12,MEM,Xavier Henry,University of Kansas,5.0,185.0,2905.0,1050.0,351.0,120.0,0.406,0.325,0.635,15.7,5.7,1.9,0.6,0.8,0.013000000000000001,-5.1,-2.3
492,13,TOR,Ed Davis,University of North Carolina,9.0,621.0,12638.0,4065.0,4172.0,490.0,0.569,0.0,0.581,20.4,6.5,6.7,0.8,39.9,0.152,1.0,9.4
493,14,HOU,Patrick Patterson,University of Kentucky,9.0,617.0,13548.0,4293.0,2570.0,666.0,0.45,0.36700000000000005,0.7490000000000001,22.0,7.0,4.2,1.1,28.8,0.102,0.3,7.8
494,15,MIL,Larry Sanders,Virginia Commonwealth University,6.0,238.0,4635.0,1520.0,1345.0,174.0,0.48,0.0,0.5529999999999999,19.5,6.4,5.7,0.7,10.3,0.107,0.6,3.0
495,16,MIN,Luke Babbitt,"University of Nevada, Reno",8.0,381.0,5332.0,1818.0,846.0,224.0,0.408,0.402,0.747,14.0,4.8,2.2,0.6,7.2,0.065,-2.8,-1.0
496,17,CHI,Kevin Seraphin,,7.0,423.0,6430.0,2516.0,1462.0,246.0,0.489,0.0,0.715,15.2,5.9,3.5,0.6,5.9,0.044000000000000004,-3.9,-3.1
497,18,OKC,Eric Bledsoe,University of Kentucky,9.0,552.0,15384.0,7734.0,2145.0,2622.0,0.455,0.335,0.7959999999999999,27.9,14.0,3.9,4.8,35.3,0.11,2.1,16.1
498,19,BOS,Avery Bradley,University of Texas at Austin,9.0,515.0,14729.0,6179.0,1536.0,919.0,0.436,0.365,0.7759999999999999,28.6,12.0,3.0,1.8,14.3,0.047,-1.8,0.6
499,20,SAS,James Anderson,Oklahoma State University,5.0,247.0,4320.0,1422.0,560.0,291.0,0.41100000000000003,0.321,0.755,17.5,5.8,2.3,1.2,3.3,0.037000000000000005,-2.8,-0.9
500,21,OKC,Craig Brackins,Iowa State University,2.0,17.0,121.0,30.0,19.0,9.0,0.265,0.214,0.5,7.1,1.8,1.1,0.5,-0.2,-0.08900000000000001,-9.1,-0.2
501,22,POR,Elliot Williams,University of Memphis,4.0,109.0,1470.0,537.0,161.0,94.0,0.42100000000000004,0.31,0.669,13.5,4.9,1.5,0.9,0.7,0.024,-5.3,-1.2
502,23,MIN,Trevor Booker,Clemson University,8.0,532.0,10872.0,3679.0,2932.0,566.0,0.515,0.305,0.636,20.4,6.9,5.5,1.1,26.2,0.11599999999999999,0.2,6.0
503,24,ATL,Damion James,University of Texas at Austin,4.0,39.0,623.0,150.0,131.0,26.0,0.415,0.0,0.667,16.0,3.8,3.4,0.7,0.0,-0.001,-4.3,-0.4
504,25,MEM,Dominique Jones,University of South Florida,3.0,80.0,741.0,246.0,114.0,144.0,0.366,0.095,0.7290000000000001,9.3,3.1,1.4,1.8,0.3,0.017,-3.6,-0.3
505,26,OKC,Quincy Pondexter,University of Washington,7.0,347.0,5498.0,1599.0,637.0,262.0,0.42200000000000004,0.35600000000000004,0.743,15.8,4.6,1.8,0.8,9.6,0.084,-1.2,1.1
506,27,NJN,Jordan Crawford,Xavier University,6.0,281.0,6843.0,3432.0,703.0,883.0,0.41100000000000003,0.317,0.826,24.4,12.2,2.5,3.1,6.3,0.044000000000000004,-2.1,-0.2
507,28,MEM,Greivis Vasquez,University of Maryland,7.0,401.0,9520.0,3591.0,1021.0,1935.0,0.418,0.349,0.8170000000000001,23.7,9.0,2.5,4.8,12.6,0.064,-1.5,1.1
508,29,ORL,Daniel Orton,University of Kentucky,3.0,51.0,542.0,143.0,126.0,24.0,0.485,0.0,0.597,10.6,2.8,2.5,0.5,1.0,0.09300000000000001,-1.7,0.0
509,30,WAS,Lazar Hayward,Marquette University,3.0,72.0,591.0,207.0,90.0,35.0,0.34700000000000003,0.26899999999999996,0.767,8.2,2.9,1.3,0.5,0.2,0.02,-4.6,-0.4
510,31,NJN,Tibor Pleiss,,1.0,12.0,82.0,24.0,15.0,2.0,0.44,0.0,1.0,6.8,2.0,1.3,0.2,-0.1,-0.040999999999999995,-8.1,-0.1
511,32,MIA,Dexter Pittman,University of Texas at Austin,4.0,50.0,347.0,116.0,89.0,9.0,0.45,,0.545,6.9,2.3,1.8,0.2,0.5,0.068,-6.0,-0.4
512,33,SAC,Hassan Whiteside,Marshall University,7.0,324.0,8601.0,4382.0,3742.0,193.0,0.5720000000000001,0.222,0.595,26.5,13.5,11.5,0.6,35.0,0.195,0.4,5.1
513,34,POR,Armon Johnson,"University of Nevada, Reno",2.0,47.0,401.0,157.0,49.0,56.0,0.45799999999999996,0.4,0.679,8.5,3.3,1.0,1.2,-0.1,-0.015,-6.2,-0.4
514,35,WAS,Nemanja Bjelica,,4.0,249.0,4952.0,1723.0,1054.0,357.0,0.46,0.386,0.755,19.9,6.9,4.2,1.4,9.5,0.092,0.6,3.2
515,36,DET,Terrico White,University of Mississippi,,,,,,,,,,13.514285714285714,4.921428571428571,2.0285714285714285,1.2785714285714287,,0.032357142857142855,-3.964285714285715,-0.41428571428571426
516,37,MIL,Darington Hobson,University of New Mexico,1.0,5.0,39.0,4.0,3.0,6.0,0.154,0.0,,7.8,0.8,0.6,1.2,-0.2,-0.225,-14.1,-0.1
517,38,NYK,Andy Rautins,Syracuse University,1.0,5.0,24.0,8.0,1.0,3.0,0.429,0.25,0.5,4.8,1.6,0.2,0.6,-0.2,-0.314,-16.0,-0.1
518,39,NYK,Landry Fields,Stanford University,5.0,255.0,6010.0,1731.0,1092.0,419.0,0.473,0.332,0.6659999999999999,23.6,6.8,4.3,1.6,10.5,0.084,-0.1,2.8
519,40,IND,Lance Stephenson,University of Cincinnati,9.0,500.0,11686.0,4298.0,2085.0,1436.0,0.445,0.315,0.684,23.4,8.6,4.2,2.9,16.7,0.069,-0.8,3.6
520,41,MIA,Jarvis Varnado,Mississippi State University,2.0,37.0,397.0,107.0,72.0,16.0,0.5820000000000001,,0.518,10.7,2.9,1.9,0.4,0.7,0.08900000000000001,-1.9,0.0
521,42,MIA,Da'Sean Butler,West Virginia University,,,,,,,,,,17.533333333333335,6.316666666666666,2.655555555555556,1.5722222222222222,,0.04677777777777778,-2.8555555555555556,1.411111111111111
522,43,LAL,Devin Ebanks,West Virginia University,3.0,63.0,711.0,224.0,122.0,24.0,0.385,0.222,0.722,11.3,3.6,1.9,0.4,0.5,0.035,-4.7,-0.5
523,44,MIL,Jerome Jordan,University of Tulsa,2.0,65.0,491.0,180.0,132.0,17.0,0.528,,0.852,7.6,2.8,2.0,0.3,1.7,0.168,0.0,0.2
524,45,MIN,Paulao Prestes,,,,,,,,,,,16.4,5.605263157894737,2.542105263157895,1.010526315789474,,0.07073684210526315,-2.4526315789473685,2.6
525,46,PHO,Gani Lawal,Georgia Institute of Technology,1.0,1.0,2.0,0.0,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,-0.009000000000000001,-4.9,0.0
526,47,MIL,Tiny Gallon,University of Oklahoma,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
527,48,MIA,Latavious Williams,,,,,,,,,,,12.384615384615385,4.130769230769231,2.515384615384615,0.6923076923076923,,0.037307692307692306,-3.5384615384615383,0.32307692307692304
528,49,SAS,Ryan Richards,,,,,,,,,,,10.692307692307692,3.384615384615384,1.8307692307692305,0.9384615384615385,,0.011461538461538457,-4.8769230769230765,0.43846153846153846
529,50,DAL,Solomon Alabi,Florida State University,2.0,26.0,181.0,39.0,61.0,5.0,0.314,,0.7,7.0,1.5,2.3,0.2,0.0,0.01,-5.4,-0.2
530,51,OKC,Magnum Rolle,Louisiana Tech University,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
531,52,BOS,Luke Harangody,University of Notre Dame,2.0,70.0,871.0,253.0,196.0,36.0,0.376,0.24100000000000002,0.737,12.4,3.6,2.8,0.5,0.9,0.048,-3.3,-0.3
532,53,ATL,Pape Sy,,1.0,3.0,21.0,7.0,3.0,2.0,0.33299999999999996,0.0,1.0,7.0,2.3,1.0,0.7,0.0,-0.047,-6.0,0.0
533,54,LAC,Willie Warren,University of Oklahoma,1.0,19.0,134.0,37.0,12.0,27.0,0.371,0.33299999999999996,0.75,7.1,1.9,0.6,1.4,0.2,0.065,-4.5,-0.1
534,55,UTA,Jeremy Evans,Western Kentucky University,7.0,250.0,2626.0,879.0,641.0,107.0,0.569,0.231,0.687,10.5,3.5,2.6,0.4,8.2,0.15,1.0,2.0
535,56,MIN,Hamady N'Diaye,Rutgers University,3.0,33.0,157.0,20.0,25.0,3.0,0.467,,0.462,4.8,0.6,0.8,0.1,0.0,0.013000000000000001,-4.9,-0.1
536,57,IND,Ryan Reid,Florida State University,1.0,5.0,17.0,8.0,2.0,0.0,0.8,,,3.4,1.6,0.4,0.0,0.1,0.142,-5.5,0.0
537,58,LAL,Derrick Caracter,University of Texas at El Paso,1.0,41.0,215.0,81.0,43.0,7.0,0.485,,0.7390000000000001,5.2,2.0,1.0,0.2,0.3,0.057,-4.9,-0.2
538,59,ORL,Stanley Robinson,University of Connecticut,,,,,,,,,,12.25,3.2,2.2,0.7,,0.0005000000000000004,-4.75,-0.25
539,60,PHO,Dwayne Collins,University of Miami,,,,,,,,,,15.183333333333335,6.166666666666667,2.15,1.5166666666666666,,0.035500000000000004,-3.633333333333333,1.9833333333333332
540,1,LAC,Blake Griffin,University of Oklahoma,9.0,587.0,20622.0,12849.0,5314.0,2604.0,0.504,0.341,0.691,35.1,21.9,9.1,4.4,73.9,0.172,4.1,31.7
541,2,MEM,Hasheem Thabeet,University of Connecticut,5.0,224.0,2357.0,483.0,595.0,27.0,0.5670000000000001,,0.578,10.5,2.2,2.7,0.1,4.8,0.099,-1.4,0.4
542,3,OKC,James Harden,Arizona State University,10.0,745.0,25410.0,17931.0,3863.0,4601.0,0.44299999999999995,0.364,0.856,34.1,24.1,5.2,6.2,117.6,0.222,6.9,57.2
543,4,SAC,Tyreke Evans,University of Memphis,10.0,579.0,17928.0,9190.0,2666.0,2816.0,0.441,0.32299999999999995,0.759,31.0,15.9,4.6,4.9,28.7,0.077,0.8,12.9
544,5,MIN,Ricky Rubio,,8.0,483.0,15010.0,5363.0,2045.0,3719.0,0.38799999999999996,0.325,0.8370000000000001,31.1,11.1,4.2,7.7,30.9,0.099,1.2,12.1
545,6,MIN,Jonny Flynn,Syracuse University,3.0,163.0,3738.0,1504.0,307.0,634.0,0.4,0.33799999999999997,0.809,22.9,9.2,1.9,3.9,-1.1,-0.015,-4.9,-2.7
546,7,GSW,Stephen Curry,Davidson College,10.0,676.0,23282.0,15884.0,3033.0,4497.0,0.478,0.436,0.905,34.4,23.5,4.5,6.7,100.9,0.20800000000000002,6.5,49.9
547,8,NYK,Jordan Hill,University of Arizona,8.0,409.0,7692.0,3232.0,2389.0,322.0,0.49700000000000005,0.136,0.6990000000000001,18.8,7.9,5.8,0.8,16.4,0.102,-2.0,0.0
548,9,TOR,DeMar DeRozan,University of Southern California,10.0,733.0,25029.0,14546.0,3101.0,2431.0,0.45,0.284,0.8270000000000001,34.1,19.8,4.2,3.3,58.0,0.111,-0.5,9.2
549,10,MIL,Brandon Jennings,,9.0,555.0,16844.0,7801.0,1659.0,3151.0,0.387,0.345,0.7959999999999999,30.3,14.1,3.0,5.7,29.9,0.085,0.4,10.4
550,11,NJN,Terrence Williams,University of Louisville,4.0,153.0,2922.0,1085.0,545.0,364.0,0.41200000000000003,0.317,0.659,19.1,7.1,3.6,2.4,-0.2,-0.004,-3.8,-1.4
551,12,CHA,Gerald Henderson,Duke University,8.0,535.0,13854.0,5987.0,1716.0,1009.0,0.44,0.327,0.7929999999999999,25.9,11.2,3.2,1.9,18.3,0.063,-2.2,-0.9
552,13,IND,Tyler Hansbrough,University of North Carolina,7.0,428.0,7233.0,2881.0,1808.0,181.0,0.439,0.136,0.738,16.9,6.7,4.2,0.4,20.2,0.134,-2.5,-1.0
553,14,PHO,Earl Clark,University of Louisville,6.0,261.0,3630.0,1138.0,778.0,134.0,0.40299999999999997,0.32799999999999996,0.664,13.9,4.4,3.0,0.5,2.9,0.038,-3.6,-1.5
554,15,DET,Austin Daye,Gonzaga University,6.0,293.0,4132.0,1522.0,764.0,212.0,0.402,0.35100000000000003,0.778,14.1,5.2,2.6,0.7,4.5,0.053,-2.6,-0.6
555,16,CHI,James Johnson,Wake Forest University,10.0,588.0,12152.0,4677.0,2120.0,1241.0,0.478,0.305,0.695,20.7,8.0,3.6,2.1,22.9,0.091,1.1,9.5
556,17,PHI,Jrue Holiday,"University of California, Los Angeles",10.0,648.0,21457.0,10052.0,2486.0,4130.0,0.452,0.354,0.784,33.1,15.5,3.8,6.4,39.2,0.08800000000000001,1.3,18.0
557,18,MIN,Ty Lawson,University of North Carolina,8.0,551.0,16088.0,6977.0,1506.0,3316.0,0.46,0.359,0.77,29.2,12.7,2.7,6.0,42.1,0.126,0.7,10.9
558,19,ATL,Jeff Teague,Wake Forest University,10.0,707.0,19593.0,8981.0,1746.0,4099.0,0.446,0.35600000000000004,0.8420000000000001,27.7,12.7,2.5,5.8,48.2,0.11800000000000001,0.0,10.0
559,20,UTA,Eric Maynor,Virginia Commonwealth University,5.0,267.0,3896.0,1141.0,348.0,760.0,0.392,0.35,0.721,14.6,4.3,1.3,2.8,3.3,0.040999999999999995,-4.7,-2.7
560,21,NOH,Darren Collison,"University of California, Los Angeles",10.0,695.0,20423.0,8676.0,1846.0,3461.0,0.47100000000000003,0.395,0.8540000000000001,29.4,12.5,2.7,5.0,48.9,0.115,0.1,10.9
561,22,POR,Victor Claver,,3.0,80.0,1072.0,258.0,178.0,56.0,0.39799999999999996,0.293,0.585,13.4,3.2,2.2,0.7,0.2,0.011000000000000001,-3.3,-0.4
562,23,SAC,Omri Casspi,,10.0,588.0,11959.0,4642.0,2355.0,662.0,0.45399999999999996,0.368,0.6779999999999999,20.3,7.9,4.0,1.1,19.6,0.079,-1.5,1.6
563,24,DAL,Byron Mullens,Ohio State University,5.0,189.0,3446.0,1398.0,790.0,153.0,0.408,0.319,0.706,18.2,7.4,4.2,0.8,0.6,0.008,-4.6,-2.3
564,25,OKC,Rodrigue Beaubois,,4.0,182.0,2896.0,1286.0,338.0,374.0,0.439,0.325,0.81,15.9,7.1,1.9,2.1,4.8,0.079,-0.1,1.4
565,26,CHI,Taj Gibson,University of Southern California,10.0,728.0,18890.0,7137.0,4673.0,748.0,0.511,0.214,0.7070000000000001,25.9,9.8,6.4,1.0,49.3,0.125,0.1,9.9
566,27,MEM,DeMarre Carroll,University of Missouri,10.0,537.0,12962.0,4866.0,2314.0,683.0,0.431,0.361,0.7390000000000001,24.1,9.1,4.3,1.3,28.3,0.105,0.7,8.9
567,28,MIN,Wayne Ellington,University of North Carolina,10.0,623.0,13119.0,4997.0,1371.0,674.0,0.409,0.379,0.851,21.1,8.0,2.2,1.1,16.2,0.059000000000000004,-2.2,-0.7
568,29,LAL,Toney Douglas,Florida State University,8.0,394.0,7511.0,3009.0,875.0,889.0,0.40399999999999997,0.354,0.8240000000000001,19.1,7.6,2.2,2.3,12.1,0.077,-0.6,2.6
569,30,CLE,Christian Eyenga,,2.0,51.0,1049.0,320.0,137.0,40.0,0.41100000000000003,0.27699999999999997,0.611,20.6,6.3,2.7,0.8,-0.4,-0.02,-4.0,-0.5
570,31,SAC,Jeff Pendergraph,Arizona State University,6.0,237.0,2322.0,690.0,632.0,99.0,0.5529999999999999,0.4,0.7759999999999999,9.8,2.9,2.7,0.4,6.3,0.131,-1.4,0.4
571,32,WAS,Jermaine Taylor,University of Central Florida,2.0,65.0,786.0,351.0,108.0,48.0,0.441,0.284,0.73,12.1,5.4,1.7,0.7,0.2,0.013999999999999999,-4.6,-0.5
572,33,POR,Dante Cunningham,Villanova University,10.0,707.0,14816.0,4130.0,2670.0,504.0,0.47,0.34700000000000003,0.649,21.0,5.8,3.8,0.7,24.9,0.081,-1.0,3.7
573,34,DEN,Sergio Llull,,,,,,,,,,,15.108695652173916,5.013043478260869,2.0869565217391304,1.5826086956521739,,0.042956521739130435,-3.452173913043478,0.3826086956521739
574,35,DET,DaJuan Summers,Georgetown University,4.0,83.0,820.0,278.0,82.0,29.0,0.384,0.36700000000000005,0.642,9.9,3.3,1.0,0.3,-0.1,-0.008,-6.4,-0.9
575,36,MEM,Sam Young,University of Pittsburgh,4.0,249.0,3966.0,1436.0,573.0,180.0,0.442,0.28,0.742,15.9,5.8,2.3,0.7,5.2,0.063,-2.9,-0.9
576,37,SAS,DeJuan Blair,University of Pittsburgh,7.0,424.0,7054.0,2865.0,2153.0,349.0,0.524,0.0,0.608,16.6,6.8,5.1,0.8,19.0,0.129,0.4,4.2
577,38,POR,Jon Brockman,University of Washington,3.0,150.0,1570.0,320.0,472.0,49.0,0.488,0.0,0.618,10.5,2.1,3.1,0.3,3.7,0.113,-2.1,0.0
578,39,DET,Jonas Jerebko,,9.0,619.0,11130.0,3837.0,2492.0,510.0,0.45799999999999996,0.361,0.77,18.0,6.2,4.0,0.8,25.2,0.109,-0.9,3.2
579,40,CHA,Derrick Brown,Xavier University,3.0,171.0,2554.0,895.0,413.0,119.0,0.515,0.317,0.637,14.9,5.2,2.4,0.7,4.5,0.085,-1.6,0.2
580,41,MIL,Jodie Meeks,University of Kentucky,10.0,533.0,12030.0,4952.0,1112.0,576.0,0.418,0.37200000000000005,0.879,22.6,9.3,2.1,1.1,24.0,0.096,-0.6,4.2
581,42,LAL,Patrick Beverley,University of Arkansas,7.0,365.0,10336.0,3309.0,1539.0,1239.0,0.41200000000000003,0.377,0.768,28.3,9.1,4.2,3.4,23.6,0.109,1.9,10.1
582,43,MIA,Marcus Thornton,Louisiana State University,8.0,483.0,11299.0,5750.0,1348.0,677.0,0.425,0.358,0.83,23.4,11.9,2.8,1.4,20.0,0.085,-0.8,3.4
583,44,DET,Chase Budinger,University of Arizona,7.0,407.0,7998.0,3198.0,1240.0,473.0,0.43,0.35200000000000004,0.797,19.7,7.9,3.0,1.2,13.9,0.083,-1.4,1.2
584,45,MIN,Nick Calathes,University of Florida,2.0,129.0,2011.0,590.0,243.0,353.0,0.441,0.28800000000000003,0.581,15.6,4.6,1.9,2.7,2.6,0.063,-0.7,0.6
585,46,CLE,Danny Green,University of North Carolina,10.0,600.0,15260.0,5348.0,2100.0,956.0,0.42100000000000004,0.39899999999999997,0.82,25.4,8.9,3.5,1.6,37.3,0.11699999999999999,3.0,19.1
586,47,MIN,Henk Norel,,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
587,48,PHO,Taylor Griffin,University of Oklahoma,1.0,8.0,32.0,10.0,2.0,1.0,0.4,0.0,0.5,4.0,1.3,0.3,0.1,0.0,-0.039,-7.3,0.0
588,49,ATL,Sergiy Gladyr,,,,,,,,,,,10.692307692307692,3.384615384615384,1.8307692307692305,0.9384615384615385,,0.011461538461538457,-4.8769230769230765,0.43846153846153846
589,50,UTA,Goran Suton,Michigan State University,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
590,51,SAS,Jack McClinton,University of Miami,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
591,52,IND,A.J. Price,University of Connecticut,6.0,261.0,3929.0,1523.0,377.0,567.0,0.38,0.316,0.742,15.1,5.8,1.4,2.2,4.7,0.057999999999999996,-2.4,-0.4
592,53,SAS,Nando De Colo,,2.0,119.0,1414.0,453.0,211.0,203.0,0.429,0.363,0.835,11.9,3.8,1.8,1.7,2.4,0.081,-0.8,0.4
593,54,CHA,Robert Vaden,University of Alabama at Birmingham,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
594,55,POR,Patrick Mills,Saint Mary's College of California,10.0,586.0,11092.0,4915.0,978.0,1377.0,0.431,0.392,0.85,18.9,8.4,1.7,2.3,26.7,0.11599999999999999,0.5,7.0
595,56,DAL,Ahmad Nivins,Saint Joseph's University,,,,,,,,,,11.76666666666667,3.9888888888888894,1.7666666666666668,1.2333333333333332,,0.025333333333333333,-4.477777777777778,-0.4222222222222222
596,57,PHO,Emir Preldzic,,,,,,,,,,,7.3,1.75,0.75,1.15,,-0.05,-6.55,-0.25
597,58,BOS,Lester Hudson,University of Tennessee at Martin,4.0,57.0,594.0,268.0,77.0,71.0,0.375,0.27699999999999997,0.8059999999999999,10.4,4.7,1.4,1.2,0.2,0.016,-2.7,-0.1
598,59,LAL,Chinemelu Elonu,Texas A&M University,,,,,,,,,,12.25,3.2,2.2,0.7,,0.0005000000000000004,-4.75,-0.25
599,60,MIA,Robert Dozier,University of Memphis,,,,,,,,,,15.183333333333335,6.166666666666667,2.15,1.5166666666666666,,0.035500000000000004,-3.633333333333333,1.9833333333333332
600,1,CHI,Derrick Rose,University of Memphis,10.0,541.0,18002.0,10203.0,1899.0,3045.0,0.45299999999999996,0.305,0.8240000000000001,33.3,18.9,3.5,5.6,37.3,0.099,0.3,10.6
601,2,MIA,Michael Beasley,Kansas State University,11.0,609.0,13903.0,7568.0,2861.0,788.0,0.465,0.349,0.759,22.8,12.4,4.7,1.3,15.6,0.054000000000000006,-3.2,-4.3
602,3,MIN,O.J. Mayo,University of Southern California,8.0,547.0,16919.0,7574.0,1706.0,1607.0,0.429,0.373,0.82,30.9,13.8,3.1,2.9,21.8,0.062,-0.8,5.1
603,4,SEA,Russell Westbrook,"University of California, Los Angeles",11.0,801.0,27595.0,18376.0,5552.0,6693.0,0.434,0.306,0.804,34.5,22.9,6.9,8.4,94.7,0.165,6.6,59.8
