,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP
1304,5,MIN,Ray Allen,University of Connecticut,18.0,1300.0,46344.0,24505.0,5272.0,4361.0,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,3.0,58.1
1305,6,BOS,Antoine Walker,University of Kentucky,12.0,893.0,31531.0,15647.0,6891.0,3170.0,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.057999999999999996,0.8,21.9
1306,7,LAC,Lorenzen Wright,University of Memphis,13.0,778.0,18535.0,6191.0,4943.0,622.0,0.45899999999999996,0.069,0.645,23.8,8.0,6.4,0.8,30.5,0.079,-2.0,0.0
1307,8,NJN,Kerry Kittles,Villanova University,8.0,507.0,16929.0,7165.0,1983.0,1295.0,0.439,0.37799999999999995,0.78,33.4,14.1,3.9,2.6,44.8,0.127,1.9,16.9
1308,9,DAL,Samaki Walker,University of Louisville,10.0,445.0,7612.0,2376.0,2089.0,252.0,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.08900000000000001,-3.0,-1.8
1309,10,IND,Erick Dampier,Mississippi State University,16.0,987.0,24003.0,7309.0,7005.0,817.0,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,0.2,13.1
1310,11,GSW,Todd Fuller,North Carolina State University,5.0,225.0,2500.0,835.0,674.0,46.0,0.42200000000000004,0.0,0.6679999999999999,11.1,3.7,3.0,0.2,2.2,0.040999999999999995,-7.1,-3.2
1311,12,CLE,Vitaly Potapenko,Wright State University,11.0,610.0,11608.0,3995.0,2725.0,418.0,0.479,0.16699999999999998,0.6940000000000001,19.0,6.5,4.5,0.7,15.5,0.064,-3.5,-4.4
1312,13,CHH,Kobe Bryant,,20.0,1346.0,48637.0,33643.0,7047.0,6306.0,0.447,0.32899999999999996,0.8370000000000001,36.1,25.0,5.2,4.7,172.7,0.17,3.9,72.1
1313,14,SAC,Peja Stojakovic,,13.0,804.0,26966.0,13647.0,3782.0,1408.0,0.45,0.401,0.895,33.5,17.0,4.7,1.8,82.6,0.147,1.5,23.9
1314,15,PHO,Steve Nash,Santa Clara University,18.0,1217.0,38069.0,17387.0,3642.0,10335.0,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.16399999999999998,1.3,31.2
1315,16,CHH,Tony Delk,University of Kentucky,10.0,545.0,11702.0,4957.0,1351.0,1024.0,0.408,0.34299999999999997,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-1.3,2.1
1316,17,POR,Jermaine O'Neal,,18.0,1011.0,27364.0,13309.0,7261.0,1369.0,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66.0,0.11599999999999999,0.0,13.9
1317,18,NYK,John Wallace,Syracuse University,7.0,381.0,6143.0,2901.0,1061.0,281.0,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-4.5,-3.8
1318,19,NYK,Walter McCarty,University of Kentucky,10.0,593.0,10374.0,3056.0,1554.0,670.0,0.392,0.34600000000000003,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.4,1.7
1319,20,CLE,Zydrunas Ilgauskas,,13.0,843.0,22965.0,10976.0,6191.0,955.0,0.47600000000000003,0.31,0.78,27.2,13.0,7.3,1.1,66.3,0.139,0.3,13.0
1320,21,NYK,Dontae' Jones,Mississippi State University,1.0,15.0,91.0,44.0,9.0,5.0,0.33299999999999996,0.261,,6.1,2.9,0.6,0.3,-0.3,-0.175,-11.8,-0.2
1321,22,VAN,Roy Rogers,University of Alabama,3.0,137.0,2309.0,652.0,483.0,57.0,0.483,0.5,0.532,16.9,4.8,3.5,0.4,1.7,0.035,-3.3,-0.7
1322,23,DEN,Efthimi Rentzias,,1.0,35.0,144.0,52.0,26.0,7.0,0.33899999999999997,0.5,0.889,4.1,1.5,0.7,0.2,0.2,0.057999999999999996,-4.7,-0.1
1323,24,LAL,Derek Fisher,University of Arkansas at Little Rock,18.0,1287.0,32719.0,10713.0,2658.0,3804.0,0.39899999999999997,0.374,0.8170000000000001,25.4,8.3,2.1,3.0,62.3,0.091,-0.9,9.3
1324,25,UTA,Martin Muursepp,,2.0,83.0,951.0,389.0,181.0,50.0,0.425,0.32299999999999995,0.693,11.5,4.7,2.2,0.6,2.0,0.1,-1.2,0.2
1325,26,DET,Jerome Williams,Georgetown University,9.0,587.0,12755.0,3865.0,3743.0,474.0,0.502,0.038,0.645,21.7,6.6,6.4,0.8,37.9,0.14300000000000002,0.8,9.0
1326,27,ORL,Brian Evans,Indiana University,3.0,102.0,1097.0,375.0,164.0,77.0,0.381,0.34299999999999997,0.82,10.8,3.7,1.6,0.8,1.7,0.076,-2.2,-0.1
1327,28,ATL,Priest Lauderdale,Central State University,2.0,74.0,525.0,255.0,143.0,33.0,0.47200000000000003,0.0,0.5539999999999999,7.1,3.4,1.9,0.4,-0.8,-0.07400000000000001,-8.0,-0.8
1328,29,CHI,Travis Knight,University of Connecticut,7.0,371.0,4566.0,1276.0,1160.0,224.0,0.43799999999999994,0.259,0.696,12.3,3.4,3.1,0.6,7.9,0.083,-1.3,0.8
1329,30,HOU,Othella Harrington,Georgetown University,12.0,709.0,13924.0,5212.0,3130.0,443.0,0.505,0.0,0.738,19.6,7.4,4.4,0.6,23.1,0.08,-3.1,-4.0
1330,31,PHI,Mark Hendrickson,Washington State University,4.0,114.0,1508.0,381.0,316.0,63.0,0.41600000000000004,0.16699999999999998,0.8029999999999999,13.2,3.3,2.8,0.6,2.1,0.067,-4.1,-0.8
1331,32,PHI,Ryan Minor,University of Oklahoma,,,,,,,,,,11.805000000000001,3.6950000000000003,1.6600000000000001,1.04,,0.0083,-5.1049999999999995,0.385
1332,33,MIL,Moochie Norris,University of West Florida,9.0,445.0,7640.0,2272.0,868.0,1233.0,0.401,0.28600000000000003,0.74,17.2,5.1,2.0,2.8,10.0,0.063,-2.1,-0.1
1333,34,DAL,Shawn Harvey,West Virginia State University,,,,,,,,,,15.108695652173916,5.013043478260869,2.0869565217391304,1.5826086956521739,,0.042956521739130435,-3.452173913043478,0.3826086956521739
1334,35,SEA,Joseph Blair,University of Arizona,,,,,,,,,,16.822222222222223,5.572222222222223,3.677777777777778,1.327777777777778,,0.057055555555555554,-2.6333333333333333,4.238888888888889
1335,36,LAC,Doron Sheffer,University of Connecticut,,,,,,,,,,13.514285714285714,4.921428571428571,2.0285714285714285,1.2785714285714287,,0.032357142857142855,-3.964285714285715,-0.41428571428571426
1336,37,DEN,Jeff McInnis,University of North Carolina,11.0,576.0,15927.0,5396.0,1170.0,2514.0,0.431,0.32799999999999996,0.7959999999999999,27.7,9.4,2.0,4.4,23.1,0.07,-2.6,-2.5
1337,38,BOS,Steve Hamer,University of Tennessee,1.0,35.0,268.0,76.0,60.0,7.0,0.526,0.0,0.552,7.7,2.2,1.7,0.2,0.2,0.031,-7.5,-0.4
1338,39,PHO,Russ Millard,University of Iowa,,,,,,,,,,15.2125,5.36875,2.08125,1.3624999999999998,,0.0640625,-2.90625,1.075
1339,40,GSW,Marcus Mann,Mississippi Valley State University,,,,,,,,,,17.099999999999998,5.999999999999999,2.4399999999999995,1.6,,0.039200000000000006,-3.58,0.04666666666666675
1340,41,SAC,Jason Sasser,Texas Tech University,2.0,14.0,108.0,30.0,15.0,4.0,0.41200000000000003,0.33299999999999996,0.5,7.7,2.1,1.1,0.3,0.0,-0.013999999999999999,-7.0,-0.1
1341,42,HOU,Randy Livingston,Louisiana State University,11.0,203.0,2684.0,773.0,282.0,415.0,0.406,0.35100000000000003,0.7709999999999999,13.2,3.8,1.4,2.0,2.3,0.040999999999999995,-3.7,-1.2
1342,43,PHO,Ben Davis,University of Arizona,4.0,40.0,154.0,54.0,53.0,5.0,0.35600000000000004,,0.462,3.9,1.4,1.3,0.1,0.1,0.04,-6.0,-0.2
1343,44,CHH,Malik Rose,Drexel University,13.0,813.0,13404.0,5003.0,3371.0,684.0,0.43700000000000006,0.177,0.743,16.5,6.2,4.1,0.8,26.5,0.095,-1.4,2.0
1344,45,SEA,Joe Vogel,Colorado State University,,,,,,,,,,16.4,5.605263157894737,2.542105263157895,1.010526315789474,,0.07073684210526315,-2.4526315789473685,2.6
1345,46,POR,Marcus Brown,Murray State University,2.0,27.0,229.0,92.0,22.0,23.0,0.381,0.33299999999999996,0.7140000000000001,8.5,3.4,0.8,0.9,0.3,0.066,-3.2,-0.1
1346,47,SEA,Ron Riley,Arizona State University,,,,,,,,,,15.9,5.9799999999999995,2.3866666666666663,1.806666666666667,,0.1528,-0.5800000000000002,3.2066666666666674
1347,48,PHI,Jamie Feick,Michigan State University,5.0,201.0,4316.0,911.0,1437.0,139.0,0.424,0.4,0.629,21.5,4.5,7.1,0.7,8.2,0.091,-1.7,0.4
1348,49,ORL,Amal McCaskill,Marquette University,4.0,114.0,968.0,204.0,213.0,36.0,0.377,0.0,0.609,8.5,1.8,1.9,0.3,0.5,0.024,-4.4,-0.6
1349,50,HOU,Terrell Bell,University of Georgia,,,,,,,,,,13.218181818181819,4.509090909090909,2.3909090909090907,0.6181818181818182,,0.05327272727272728,-4.0636363636363635,0.3272727272727273
1350,51,VAN,Chris Robinson,Western Kentucky University,2.0,76.0,1095.0,350.0,117.0,104.0,0.376,0.374,0.5710000000000001,14.4,4.6,1.5,1.4,-0.1,-0.003,-4.1,-0.6
1351,52,IND,Mark Pope,University of Kentucky,6.0,153.0,1634.0,285.0,261.0,63.0,0.401,0.179,0.573,10.7,1.9,1.7,0.4,1.3,0.038,-3.2,-0.5
1352,53,MIL,Jeff Nordgaard,University of Wisconsin-Green Bay,1.0,13.0,48.0,18.0,14.0,3.0,0.278,,0.889,3.7,1.4,1.1,0.2,0.0,0.043,-6.8,-0.1
1353,54,UTA,Shandon Anderson,University of Georgia,10.0,719.0,15946.0,5327.0,2252.0,1007.0,0.457,0.316,0.7390000000000001,22.2,7.4,3.1,1.4,23.6,0.071,-0.8,4.9
1354,55,WSB,Ronnie Henderson,Louisiana State University,,,,,,,,,,13.02727272727273,4.372727272727274,1.8818181818181818,1.118181818181818,,-0.010454545454545444,-5.245454545454545,0.9454545454545454
1355,56,CLE,Reggie Geary,University of Arizona,2.0,101.0,931.0,209.0,82.0,110.0,0.344,0.32799999999999996,0.493,9.2,2.1,0.8,1.1,0.6,0.032,-3.2,-0.3
1356,57,SEA,Drew Barry,Georgia Institute of Technology,3.0,60.0,598.0,134.0,67.0,111.0,0.41700000000000004,0.381,0.774,10.0,2.2,1.1,1.9,0.6,0.051,-4.5,-0.4
1357,58,DAL,Darnell Robinson,University of Arkansas,,,,,,,,,,10.162500000000001,3.6,1.725,0.5375,,0.07300000000000001,-3.3375,0.07499999999999998
1358,1,GSW,Joe Smith,University of Maryland,16.0,1030.0,27022.0,11208.0,6575.0,1010.0,0.455,0.23800000000000002,0.79,26.2,10.9,6.4,1.0,60.3,0.107,-1.1,5.9
1359,2,LAC,Antonio McDyess,University of Alabama,15.0,1015.0,28053.0,12227.0,7638.0,1300.0,0.49700000000000005,0.11699999999999999,0.67,27.6,12.0,7.5,1.3,69.8,0.11900000000000001,0.3,16.4
1360,3,PHI,Jerry Stackhouse,University of North Carolina,18.0,970.0,30222.0,16409.0,3067.0,3240.0,0.409,0.309,0.8220000000000001,31.2,16.9,3.2,3.3,52.4,0.083,-0.3,12.8
1361,4,WSB,Rasheed Wallace,University of North Carolina,16.0,1109.0,36243.0,16006.0,7404.0,1994.0,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.1,37.5
1362,5,MIN,Kevin Garnett,,21.0,1462.0,50418.0,26071.0,14662.0,5445.0,0.49700000000000005,0.275,0.789,34.5,17.8,10.0,3.7,191.4,0.182,5.4,94.0
1363,6,VAN,Bryant Reeves,Oklahoma State University,6.0,395.0,12071.0,4945.0,2745.0,623.0,0.475,0.07400000000000001,0.703,30.6,12.5,6.9,1.6,13.0,0.052000000000000005,-2.6,-1.8
1364,7,TOR,Damon Stoudamire,University of Arizona,13.0,878.0,29106.0,11763.0,3039.0,5371.0,0.406,0.35700000000000004,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.1,15.4
1365,8,POR,Shawn Respert,Michigan State University,4.0,172.0,2350.0,851.0,226.0,177.0,0.414,0.34,0.816,13.7,4.9,1.3,1.0,2.1,0.043,-3.6,-0.9
1366,9,NJN,Ed O'Bannon,"University of California, Los Angeles",2.0,128.0,2062.0,634.0,316.0,102.0,0.36700000000000005,0.222,0.755,16.1,5.0,2.5,0.8,1.1,0.025,-3.8,-1.0
1367,10,MIA,Kurt Thomas,Texas Christian University,18.0,1110.0,27160.0,8973.0,7328.0,1204.0,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.1,13.2
1368,11,MIL,Gary Trent,Ohio University,9.0,506.0,9866.0,4366.0,2276.0,504.0,0.501,0.08,0.643,19.5,8.6,4.5,1.0,23.2,0.113,-1.3,1.7
1369,12,DAL,Cherokee Parks,Duke University,9.0,472.0,7459.0,2056.0,1703.0,265.0,0.47,0.21100000000000002,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.0,-0.1
1370,13,SAC,Corliss Williamson,University of Arkansas,12.0,822.0,18749.0,9147.0,3183.0,972.0,0.49,0.136,0.7140000000000001,22.8,11.1,3.9,1.2,34.7,0.08900000000000001,-2.4,-1.9
1371,14,BOS,Eric Williams,Providence College,12.0,658.0,15731.0,5642.0,2139.0,936.0,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.8
1372,15,DEN,Brent Barry,Oregon State University,14.0,912.0,23643.0,8488.0,2780.0,2892.0,0.46,0.405,0.823,25.9,9.3,3.0,3.2,70.5,0.14300000000000002,2.6,27.2
1373,16,ATL,Alan Henderson,Indiana University,12.0,652.0,13780.0,5094.0,3249.0,397.0,0.469,0.192,0.639,21.1,7.8,5.0,0.6,28.0,0.09699999999999999,-1.7,1.1
1374,17,CLE,Bob Sura,Florida State University,10.0,657.0,15597.0,5654.0,2240.0,2474.0,0.414,0.325,0.6890000000000001,23.7,8.6,3.4,3.8,28.3,0.087,0.3,9.2
1375,18,DET,Theo Ratliff,University of Wyoming,16.0,810.0,20500.0,5809.0,4596.0,465.0,0.496,0.0,0.71,25.3,7.2,5.7,0.6,47.9,0.11199999999999999,0.9,15.1
1376,19,DET,Randolph Childress,Wake Forest University,2.0,51.0,405.0,124.0,25.0,49.0,0.32799999999999996,0.273,0.8,7.9,2.4,0.5,1.0,-0.2,-0.026000000000000002,-6.4,-0.4
1377,20,CHI,Jason Caffey,University of Alabama,8.0,462.0,9045.0,3368.0,2022.0,420.0,0.48100000000000004,0.0,0.637,19.6,7.3,4.4,0.9,13.5,0.07200000000000001,-2.7,-1.6
1378,21,PHO,Michael Finley,University of Wisconsin,15.0,1103.0,37996.0,17306.0,4804.0,3245.0,0.444,0.375,0.8109999999999999,34.4,15.7,4.4,2.9,85.2,0.10800000000000001,1.0,29.2
1379,22,CHH,George Zidek,"University of California, Los Angeles",3.0,135.0,1328.0,453.0,286.0,32.0,0.408,0.25,0.7829999999999999,9.8,3.4,2.1,0.2,0.8,0.028999999999999998,-7.5,-1.9
1380,23,IND,Travis Best,Georgia Institute of Technology,10.0,708.0,15150.0,5376.0,1249.0,2444.0,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.9,4.0
1381,24,DAL,Loren Meyer,Iowa State University,3.0,140.0,2044.0,645.0,480.0,77.0,0.43200000000000005,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-6.2,-2.2
1382,25,ORL,David Vaughn,University of Memphis,4.0,118.0,1156.0,341.0,361.0,36.0,0.423,0.0,0.638,9.8,2.9,3.1,0.3,0.6,0.026000000000000002,-5.5,-1.0
1383,26,SEA,Sherell Ford,University of Illinois at Chicago,1.0,28.0,139.0,90.0,24.0,5.0,0.375,0.16,0.765,5.0,3.2,0.9,0.2,0.4,0.124,-4.9,-0.1
1384,27,PHO,Mario Bennett,Arizona State University,4.0,68.0,606.0,269.0,182.0,24.0,0.534,0.33299999999999996,0.511,8.9,4.0,2.7,0.4,1.9,0.153,0.3,0.3
1385,28,UTA,Greg Ostertag,University of Kansas,11.0,756.0,14753.0,3512.0,4145.0,443.0,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,0.7,10.0
1386,29,SAS,Cory Alexander,University of Virginia,7.0,307.0,4847.0,1677.0,481.0,834.0,0.389,0.354,0.7559999999999999,15.8,5.5,1.6,2.7,3.0,0.03,-2.2,-0.2
1387,30,DET,Lou Roe,University of Massachusetts Amherst,2.0,66.0,479.0,130.0,92.0,21.0,0.33299999999999996,0.25,0.647,7.3,2.0,1.4,0.3,0.0,-0.001,-5.7,-0.5
1388,31,CHI,Dragan Tarlac,,1.0,43.0,598.0,103.0,122.0,31.0,0.39399999999999996,,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-6.3,-0.7
1389,32,WSB,Terrence Rencher,University of Texas at Austin,1.0,36.0,405.0,106.0,44.0,54.0,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-5.5,-0.4
1390,33,BOS,Junior Burrough,University of Virginia,1.0,61.0,495.0,189.0,109.0,15.0,0.376,,0.6559999999999999,8.1,3.1,1.8,0.2,-0.2,-0.018000000000000002,-7.9,-0.7
1391,34,GSW,Andrew DeClercq,University of Florida,10.0,587.0,9847.0,2815.0,2488.0,339.0,0.507,0.0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-1.0,2.4
1392,35,TOR,Jimmy King,University of Michigan,2.0,64.0,890.0,285.0,112.0,90.0,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0.0,0.001,-5.5,-0.8
1393,36,VAN,Lawrence Moten,Syracuse University,3.0,119.0,1814.0,747.0,181.0,182.0,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0.0,0.001,-3.7,-0.8
1394,37,LAL,Frankie King,Western Carolina University,2.0,13.0,79.0,27.0,16.0,7.0,0.35700000000000004,0.33299999999999996,0.75,6.1,2.1,1.2,0.5,0.0,0.025,-4.2,0.0
1395,38,MIL,Rashard Griffith,University of Wisconsin,,,,,,,,,,14.318181818181815,4.518181818181818,1.9409090909090907,1.5227272727272725,,0.036954545454545455,-3.113636363636363,1.1045454545454545
1396,39,CLE,Donny Marshall,University of Connecticut,5.0,119.0,919.0,293.0,121.0,36.0,0.321,0.336,0.6809999999999999,7.7,2.5,1.0,0.3,0.9,0.045,-4.7,-0.6
1397,40,GSW,Dwayne Whitfield,Jackson State University,1.0,8.0,122.0,40.0,25.0,2.0,0.433,,0.636,15.3,5.0,3.1,0.3,0.0,0.01,-8.5,-0.2
1398,41,HOU,Erik Meek,Duke University,,,,,,,,,,14.749999999999998,5.171428571428572,2.1428571428571432,1.0785714285714287,,0.018642857142857135,-4.05,0.9285714285714287
1399,42,ATL,Donnie Boyce,University of Colorado,2.0,30.0,195.0,79.0,25.0,16.0,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-5.6,-0.2
1400,43,MIL,Eric Snow,Michigan State University,13.0,846.0,23132.0,5791.0,2141.0,4245.0,0.424,0.20800000000000002,0.763,27.3,6.8,2.5,5.0,43.4,0.09,-1.3,4.3
1401,44,DEN,Anthony Pelle,"California State University, Fresno",,,,,,,,,,15.253846153846155,5.192307692307692,2.315384615384615,1.2,,0.06307692307692309,-2.7615384615384615,0.20769230769230768
1402,45,ATL,Troy Brown,Providence College,,,,,,,,,,16.4,5.605263157894737,2.542105263157895,1.010526315789474,,0.07073684210526315,-2.4526315789473685,2.6
1403,46,MIA,George Banks,University of Texas at El Paso,,,,,,,,,,15.205000000000002,5.67,2.2,1.1300000000000003,,0.05235000000000001,-2.755,2.1350000000000002
1404,47,SAC,Tyus Edney,"University of California, Los Angeles",4.0,226.0,4743.0,1728.0,393.0,910.0,0.405,0.322,0.8059999999999999,21.0,7.6,1.7,4.0,6.8,0.068,-2.7,-0.9
1405,48,MIN,Mark Davis,Texas Tech University,5.0,230.0,3681.0,1261.0,697.0,294.0,0.442,0.24600000000000002,0.655,16.0,5.5,3.0,1.3,2.3,0.03,-1.7,0.3
1406,49,MIN,Jerome Allen,University of Pennsylvania,2.0,117.0,1305.0,336.0,123.0,201.0,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-4.2,-0.7
1407,50,GSW,Martin Lewis,Seward County Community College,2.0,25.0,239.0,89.0,35.0,7.0,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026000000000000002,-5.8,-0.2
1408,51,SAC,Dejan Bodiroga,,,,,,,,,,,15.657142857142858,5.828571428571428,1.9428571428571428,1.5857142857142856,,0.04971428571428572,-3.228571428571428,2.8000000000000003
1409,52,IND,Fred Hoiberg,Iowa State University,10.0,541.0,9978.0,2944.0,1438.0,846.0,0.431,0.396,0.8540000000000001,18.4,5.4,2.7,1.6,27.6,0.133,0.7,6.9
1410,53,LAC,Constantin Popa,University of Miami,,,,,,,,,,14.02222222222222,4.0,1.9333333333333331,0.9222222222222223,,0.013222222222222222,-4.266666666666667,0.17777777777777784
1411,54,SEA,Aurelijius Zukauskas,,,,,,,,,,,12.08333333333333,4.249999999999999,1.791666666666667,0.9333333333333335,,0.04466666666666666,-3.8666666666666667,-0.17499999999999996
1412,55,GSW,Michael McDonald,University of New Orleans,1.0,1.0,4.0,0.0,1.0,0.0,,,,4.0,0.0,1.0,0.0,-0.1,-0.638,-23.4,0.0
1413,56,PHO,Chris Carr,Southern Illinois University,6.0,297.0,4505.0,1988.0,658.0,294.0,0.41600000000000004,0.33799999999999997,0.807,15.2,6.7,2.2,1.0,3.9,0.042,-4.1,-2.4
1414,57,ATL,Cuonzo Martin,Purdue University,2.0,7.0,32.0,9.0,3.0,3.0,0.25,0.6,0.0,4.6,1.3,0.4,0.4,-0.1,-0.151,-8.6,-0.1
1415,58,DET,Don Reid,Georgetown University,8.0,403.0,5374.0,1454.0,1169.0,143.0,0.53,0.0,0.6579999999999999,13.3,3.6,2.9,0.4,13.7,0.12300000000000001,-0.2,2.4
1416,1,MIL,Glenn Robinson,Purdue University,11.0,688.0,25346.0,14234.0,4189.0,1879.0,0.45899999999999996,0.34,0.82,36.8,20.7,6.1,2.7,39.8,0.075,-0.4,10.3
1417,2,DAL,Jason Kidd,University of California,19.0,1391.0,50111.0,17529.0,8725.0,12091.0,0.4,0.349,0.785,36.0,12.6,6.3,8.7,138.6,0.133,4.2,78.2
1418,3,DET,Grant Hill,Duke University,18.0,1026.0,34776.0,17137.0,6169.0,4252.0,0.483,0.314,0.769,33.9,16.7,6.0,4.1,99.9,0.138,2.8,42.5
1419,4,MIN,Donyell Marshall,University of Connecticut,15.0,957.0,25027.0,10716.0,6376.0,1305.0,0.435,0.35,0.731,26.2,11.2,6.7,1.4,59.0,0.113,1.0,19.1
1420,5,WSB,Juwan Howard,University of Michigan,19.0,1208.0,36654.0,16159.0,7428.0,2663.0,0.469,0.12,0.764,30.3,13.4,6.1,2.2,59.4,0.078,-0.9,10.1
1421,6,PHI,Sharone Wright,Clemson University,4.0,203.0,4531.0,1974.0,1023.0,118.0,0.456,0.083,0.618,22.3,9.7,5.0,0.6,1.4,0.015,-5.6,-4.1
1422,7,LAC,Lamond Murray,University of California,11.0,736.0,18477.0,8286.0,3033.0,978.0,0.43,0.36,0.759,25.1,11.3,4.1,1.3,19.8,0.052000000000000005,-1.7,1.4
1423,8,SAC,Brian Grant,Xavier University,12.0,756.0,21417.0,7933.0,5622.0,923.0,0.49,0.214,0.746,28.3,10.5,7.4,1.2,54.5,0.122,-0.1,10.4
1424,9,BOS,Eric Montross,University of North Carolina,8.0,465.0,8479.0,2071.0,2159.0,207.0,0.49,0.0,0.478,18.2,4.5,4.6,0.4,8.5,0.048,-3.4,-3.0
1425,10,LAL,Eddie Jones,Temple University,14.0,954.0,32778.0,14155.0,3857.0,2812.0,0.43700000000000006,0.373,0.809,34.4,14.8,4.0,2.9,100.6,0.147,3.5,45.1
1426,11,SEA,Carlos Rogers,Tennessee State University,8.0,298.0,5654.0,2196.0,1272.0,182.0,0.536,0.258,0.562,19.0,7.4,4.3,0.6,11.1,0.095,-1.8,0.2
1427,12,MIA,Khalid Reeves,University of Arizona,6.0,277.0,5837.0,2167.0,580.0,886.0,0.41600000000000004,0.363,0.7440000000000001,21.1,7.8,2.1,3.2,8.4,0.069,-1.6,0.6
1428,13,DEN,Jalen Rose,University of Michigan,13.0,923.0,27925.0,13220.0,3193.0,3527.0,0.44299999999999995,0.355,0.8009999999999999,30.3,14.3,3.5,3.8,47.2,0.081,-0.3,11.9
1429,14,NJN,Yinka Dare,George Washington University,4.0,110.0,1002.0,233.0,281.0,4.0,0.396,,0.57,9.1,2.1,2.6,0.0,-0.7,-0.033,-9.8,-2.0
1430,15,IND,Eric Piatkowski,University of Nebraska,14.0,789.0,14613.0,5919.0,1716.0,778.0,0.434,0.39899999999999997,0.8390000000000001,18.5,7.5,2.2,1.0,31.0,0.102,-0.5,5.5
1431,16,GSW,Clifford Rozier,University of Louisville,4.0,173.0,2984.0,827.0,897.0,98.0,0.496,0.182,0.465,17.2,4.8,5.2,0.6,3.9,0.063,-2.1,-0.1
1432,17,POR,Aaron McKie,Temple University,13.0,793.0,19156.0,5871.0,2587.0,2126.0,0.43799999999999994,0.35,0.779,24.2,7.4,3.3,2.7,40.0,0.1,0.7,12.9
1433,18,MIL,Eric Mobley,University of Pittsburgh,3.0,113.0,1570.0,440.0,351.0,57.0,0.541,0.75,0.475,13.9,3.9,3.1,0.5,1.1,0.034,-4.0,-0.8
1434,19,DAL,Tony Dumas,University of Missouri-Kansas City,4.0,156.0,2222.0,1140.0,198.0,186.0,0.40399999999999997,0.327,0.608,14.2,7.3,1.3,1.2,1.3,0.027000000000000003,-4.8,-1.6
1435,20,PHI,B.J. Tyler,University of Texas at Austin,1.0,55.0,809.0,195.0,62.0,174.0,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-7.2,-1.1
1436,21,CHI,Dickey Simpkins,Providence College,7.0,327.0,5201.0,1388.0,1187.0,305.0,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044000000000000004,-3.8,-2.3
1437,22,SAS,Bill Curley,Boston College,5.0,147.0,1614.0,394.0,290.0,60.0,0.444,0.222,0.743,11.0,2.7,2.0,0.4,1.6,0.047,-3.6,-0.6
1438,23,PHO,Wesley Person,Auburn University,11.0,733.0,20727.0,8192.0,2402.0,1234.0,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44.0,0.102,0.6,13.8
1439,24,NYK,Monty Williams,University of Notre Dame,9.0,456.0,7624.0,2884.0,1296.0,544.0,0.48100000000000004,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.07200000000000001,-1.8,0.5
1440,25,LAC,Greg Minor,University of Louisville,5.0,277.0,5144.0,1902.0,741.0,384.0,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-2.2,-0.3
1441,26,NYK,Charlie Ward,Florida State University,11.0,630.0,14080.0,3947.0,1648.0,2539.0,0.408,0.364,0.7709999999999999,22.3,6.3,2.6,4.0,33.0,0.113,1.8,13.3
1442,27,ORL,Brooks Thompson,Oklahoma State University,4.0,168.0,1714.0,760.0,158.0,281.0,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2.0,0.057,-1.7,0.1
1443,28,DAL,Deon Thomas,University of Illinois at Urbana-Champaign,,,,,,,,,,12.631818181818181,4.327272727272727,1.9999999999999998,1.0318181818181817,,0.019863636363636365,-4.831818181818182,-0.04545454545454552
